conversation_id,title,customer,resolution,intent,expected_decision,expected_intent,human_notes,human_groundedness,human_correctness,human_completeness,human_tone,human_safety
2ef91eaf0e9c67023282fc5f016b2e4e,Customer: Why does @Uber_Support iOS app allow only always or never in location ,"Customer: Why does @Uber_Support iOS app allow only always or never in location services? https://t.co/tmnsBxjOEu
Support: Happy to help! You can find out more on your inquiry here https://t.co/7ZFDVUZ3WW.
Customer: Your info is incorrect. As the image shows, the app rejects the ‘while using’ option. So to use Uber I have to let it spy on me 24/7? 😕
Support: Thanks for reaching out. We suggest uninstalling your app, then reinstalling to ensure you have the most updated version of the app.",,other_or_unclear,escalate,other_or_unclear,,,,,,
64c88dfe2e6cacc807b791a27607b205,Customer: Trying to reinstall @115873 but it says my number not associated with ,"Customer: Trying to reinstall @115873 but it says my number not associated with my email? No option to fix this? I can never get an Uber again? 🤔
Support: Here to help. Send us a note at https://t.co/Md7v036OoC so our team can connect.
Customer: Nah forget it. At x1.8, an already expensive taxi, I've deleted your app. Hopefully Manchester follows tfl",,other_or_unclear,escalate,other_or_unclear,,,,,,
359f8677f0f1fbe6b7c5138cd3ab5634,Customer: your customer service is terrible.  An order should not arrive 40 minu,"Customer: your customer service is terrible.  An order should not arrive 40 minutes after the expected time, but told I can't cancel
Support: We're so sorry for the trouble. Send us a note via https://t.co/jP6giifgNM so we can assist.",,other_or_unclear,escalate,other_or_unclear,,,,,,
9ddfcd41285669b5ded8251b083c387f,Customer: my uber eats is not working. Help?!,"Customer: my uber eats is not working. Help?!
Support: We've sent you a DM.",,other_or_unclear,escalate,other_or_unclear,,,,,,
d249e3fae94670842669471bf655a815,Customer: months later and still have not seen any pool passes or regular commut,"Customer: months later and still have not seen any pool passes or regular commuter passes show up in my app
Support: Let's look into this, Ruth. Please reach out via in-app Help so we can connect!",,other_or_unclear,escalate,other_or_unclear,,,,,,
4d5eb784a0a68e64349b34479e9b2772,Customer: HELP!!!,"Customer: HELP!!!
Support: We're here to help! Please send us a note via https://t.co/rOtqyWzf0B so we can connect.",,other_or_unclear,escalate,other_or_unclear,,,,,,
de6ca0b3bd35c05f4bc65e4c403a182d,Customer: the fact that ya'll don't have a number to call when your order is mes,"Customer: the fact that ya'll don't have a number to call when your order is messed up is ridiculous
Support: Hi, Kristina. We have a number for ongoing order issues: https://t.co/FKwKvTf7PW. But please DM us your email so we can get you sorted.
Customer: Done",,other_or_unclear,escalate,other_or_unclear,,,,,,
5b400b7d7504a9b54436064958825b7e,Customer: dm,"Customer: dm
Support: Hi there! Please reach out to https://t.co/zUe0dj6yoX and our team will be in touch.
Customer: thanku",,other_or_unclear,escalate,other_or_unclear,,,,,,
2ee01a040dc16e13b00381f31a9f5df2,"Customer: I just dm y’all, no response....","Customer: I just dm y’all, no response....
Support: We've replied via DM, please follow up there.",,other_or_unclear,escalate,other_or_unclear,,,,,,
8c670ef10f47c3073a6f7daadd2c1578,Customer: gave you the benefit of the doubt and tried your service again. This t,"Customer: gave you the benefit of the doubt and tried your service again. This time, wrong order. Now what?
Support: We're sorry to hear about the trouble, Keith. A member of our team has followed up with your in-app support inquiry. Please check there!",,other_or_unclear,escalate,other_or_unclear,,,,,,
4fb68ce20482c80b816708ff475bd408,"Customer: yo, could you guys please check out my DM when you got a sec. Thanks","Customer: yo, could you guys please check out my DM when you got a sec. Thanks
Support: Here to help. Send us a note at https://t.co/jjOMGm5bdz so our team can connect.",,other_or_unclear,escalate,other_or_unclear,,,,,,
5d7555e6f273e9898d72bbf50a16ce0a,"Customer: ""Please select the country where you receive your billing statement fo","Customer: ""Please select the country where you receive your billing statement for this card."" - There is no country selection box ... @115873 @Uber_Support
Support: Sorry to hear about the trouble. Please check out https://t.co/Md7v036OoC for additional assistance.",,payment_problem,escalate,payment_problem,,,,,,
1c8fdf53ba8b72ad08347fdf5e35c2df,"Customer: if I cancel an Uber that I requested I get charged a fee, if a driver ","Customer: if I cancel an Uber that I requested I get charged a fee, if a driver cancels on me shouldn't I get credit??
Support: Hi there, OJ! To learn more, please visit; https://t.co/h840Iouehc",,payment_problem,escalate,payment_problem,,,,,,
292a00d95d42236af8e242540495c07c,Customer: - My most recent trip got double charged. Driver took cash and then my,"Customer: - My most recent trip got double charged. Driver took cash and then my card was charged the same amount. Care to explain why?
Support: Happy to help! Our team is currently reviewing your email and will follow up directly.",,payment_problem,escalate,payment_problem,,,,,,
509d49f6ebdd4aab900594c18c4ebf94,Customer: I got overcharged for a cleaning fee???? Why,"Customer: I got overcharged for a cleaning fee???? Why
Support: Here to help! Send us a note here; https://t.co/a6RfeBkKmr and our team will be able to help.",,payment_problem,escalate,payment_problem,,,,,,
0a02efa28a78402c1c50322970cc2728,Customer: I travelled using uber and your driver asked me to pay the toll and pa,"Customer: I travelled using uber and your driver asked me to pay the toll and parking fee. I was showed the estimate which did not include these fee. Final receipt was charged included the parking and toll I already paid.. Now your team just responds that they can't help.
Support: Sorry to hear about that! Send us a DM (direct message) with your email address so we can follow up.
Customer: I have not seen anyone contacting me yet.. Is this the speed at which you guys react..
Support: Sorry to hear about the trouble. Our team has received your information and will be following up with you shortly!
Customer: It is 2 more days and no contact. You service is pathetic. You guys are bloody thieves.. don't even care to give a support number. Screw u guys., U guys come up with new ideas and this is to now steal money..
Support: Hey, Dharmendra. One of our team members reached out to you via in app support. You can find this under the ""help"" section of the app or in your email (check spam/junk folders) as well. Please follow up there.",,payment_problem,escalate,payment_problem,,,,,,
a9a5effda034edb3d736e8842d2c4bb4,Customer: why uber has an excuse on system failure always. Collected amount does,"Customer: why uber has an excuse on system failure always. Collected amount doesn’tmatch with fare. You collect more and blaming system failure.
Support: Here to help. Send us a note at https://t.co/oEOANqFpjc so our team can connect.
Customer: Sent note",,payment_problem,escalate,payment_problem,,,,,,
c8c91641d890f03b0378c9b2cc097399,"Customer: Hey @Uber_Support I ordered ubereats and it doubled my order, charged ","Customer: Hey @Uber_Support I ordered ubereats and it doubled my order, charged me for both, including 2 delivery charges, &amp; didnt tell me til arrival
Support: We've followed up within your Direct Messages, Kyle!",,payment_problem,escalate,payment_problem,,,,,,
4dc14b9f48f0971750f993ad61e24aee,Customer: so why is my under 10 mile ride supposedly now over $25?,"Customer: so why is my under 10 mile ride supposedly now over $25?
Customer: And the price keeps on climbing every time I re enter my destination?
Support: We can always review a request for you. Please send a quick note to https://t.co/zUe0dj6yoX so we can follow up with you.",,payment_problem,escalate,payment_problem,,,,,,
7edc78b6c1e2c8b417592ecc95e3fe23,Customer: i have 2 issues with my ride today. https://t.co/lGa8sJQN34 code of 75,"Customer: i have 2 issues with my ride today. https://t.co/lGa8sJQN34 code of 75rs off didnt apply after i made payment via UPI. 2. I have completed my payment and it got deducted but still app says payment pending.
Support: We're here to help! Please send us a note via https://t.co/2qNW2wZ8Mg so we can assist.",,payment_problem,escalate,payment_problem,,,,,,
8889a559d38071916ff44a3de459d4c1,Customer: I wonder if @1582 can track down the last person I met in New Orleans ,"Customer: I wonder if @1582 can track down the last person I met in New Orleans on September 25.
Customer: I like to send him a thank you card.
Support: Please connect with us at https://t.co/qHI8xcWfiW so we can follow up.",,payment_problem,escalate,payment_problem,,,,,,
407c087fd43ca1eff95350c93a17461b,Customer: I had to cancel a ride the other day after the “grace period” and was ,"Customer: I had to cancel a ride the other day after the “grace period” and was charged $5 which I understand is the policy. However it shows the full ride cost of $18 taken from my account, why is this?
Support: Here to help. Send us a note at https://t.co/1xM0TILvAI so our team can connect.",,payment_problem,escalate,payment_problem,,,,,,
05e2436f1a94ef246416e54575659b1b,Customer: This uber Driver has too much cologne on and it’s making me nauseous. ,"Customer: This uber Driver has too much cologne on and it’s making me nauseous. Also still haven’t heard why my gift card won’t work @115873
Support: Sorry to hear about the trouble! Go ahead and DM us your Uber account email address, and we can follow up on your support outreach.
Support: We're here to help! Send us a DM with your email address so we can connect.
Customer: Done. Thank you.
Support: We have followed up via DM.
Customer: Thank you.",,payment_problem,escalate,payment_problem,,,,,,
a59e4ccb66a0e58b545c9e54a0b87d4e,Customer: I have had over 5 responses to my question from @Uber_Support and @115,"Customer: I have had over 5 responses to my question from @Uber_Support and @115873 and they keep avoiding my question to why we are all standing in the same place at the same time with NO surging and I always have a much higher price then those around me going to the same exact place.
Support: Hi, we have located your support inquiry and a member of our team will follow up with there as soon as possible. Thank you for your patience and understanding.",,payment_problem,escalate,payment_problem,,,,,,
17d8c9a4339cc1c153c6eedfbb2ff911,Customer: why won't your app accept payments? you fucking piece of shit!,"Customer: why won't your app accept payments? you fucking piece of shit!
Support: We're so sorry for the trouble. Send us a note via https://t.co/yqIhbGRNqi so we can assist.
Customer: A vote? Fuck off you fraudulent cunts",,payment_problem,escalate,payment_problem,,,,,,
10d4a979b7ed350ff4227f27fb344f79,"Customer: . @144886 he literally did not even drive with me in his car, still go","Customer: . @144886 he literally did not even drive with me in his car, still got charged. This is not okay and your website is not helpful
Support: Definitely not OK, Abeer! You shouldn't have to pay for that. Please send us a DM with your information so we can adjust the charge for you.",,payment_problem,escalate,payment_problem,,,,,,
05138b034e79dd62f5424343a585808d,Customer: Anyone have any idea why I can't get the Uber app to scan my card. Bee,"Customer: Anyone have any idea why I can't get the Uber app to scan my card. Been holding it in front of my camera for 20 minutes
Support: Hi there! We're here to help. Send us a DM with your email address and more details so we can follow up.
Customer: Sent a dm
Support: Appreciate you letting us know. We're currently reviewing this situation and we'll be in touch with you via DM shortly.",,payment_problem,escalate,payment_problem,,,,,,
d7810ef127471c698e1c054997bdc65b,Customer: Oh FFS @118730 your shitty system just totally FUCKED me,"Customer: Oh FFS @118730 your shitty system just totally FUCKED me
Customer: Keeps telling me it's already there but that one WONT WORK and now I'm late for a doc appt and I'm sitting in a CO-OP cab. Not impressed
Support: We're happy to take a look! Please drop us a note at https://t.co/hr88X1ZGuG so we can follow up with your payment inquiry.",,payment_problem,escalate,payment_problem,,,,,,
b7445af942e0cafce40d96a33a7af6a8,Customer: @Uber_Support you people have genuine problems in looting people even ,"Customer: @Uber_Support you people have genuine problems in looting people even today I have paid 47 and I don't see anything reflecting here https://t.co/fKf8JwvTr4
Customer: @Uber_Support Pymt Youra/c 576778 is debited INR47.25 on 11-10-2017 20:52:32 Info: PUR/ZES*UBERINDIA SYSTEMS/NEW DELHI/ZES*UBER INDIASYSTEMS/Seq No499326
Customer: @Uber_Support If payment is done how come 47 is reflecting on your application.. PATHETIC APP !!!
Support: Looks like our team has connected with you via our in app support a few moments ago. Please follow up there if you have any questions.",,payment_problem,escalate,payment_problem,,,,,,
c25ae7dd69c2bb54c42bcc0ad7ffdff7,Customer: is it regular to see $0 braintree charges on credit cards due to uber',"Customer: is it regular to see $0 braintree charges on credit cards due to uber's use of braintree?
Support: Here to help. Send us a note at https://t.co/zUe0dj6yoX so our team can connect.",,payment_problem,escalate,payment_problem,,,,,,
997a684ee268ea999b4f574b52328c7c,Customer: wow NOT impressed with how you are handling my issue right now. I was ,"Customer: wow NOT impressed with how you are handling my issue right now. I was charged a fee I should not have been charged. I can easily switch to Lyft...
Support: Here to help. Send us a note at https://t.co/wW2bTlNcsR so our team can connect.",,payment_problem,escalate,payment_problem,,,,,,
eb1072f086770066e54e0986b80ee2ec,Customer: how come my app doesn’t accept my debit but it accepts my credit card?,"Customer: how come my app doesn’t accept my debit but it accepts my credit card?
Support: Here to help! Contact us via https://t.co/yqIhbGRNqi so we can connect.",,payment_problem,escalate,payment_problem,,,,,,
4b5a7dddb03ae4fd58caf6cdfccae257,Customer: Can we get a full time momentum section on the uber driver app in Aust,"Customer: Can we get a full time momentum section on the uber driver app in Australia because right now the card keeps getting me to do a survey and it doesn't go away even after I do it. I can't access my momentum card.
Support: Thanks for reaching out. We'll get this sorted out! Please send us a note through https://t.co/ILb6VgllH9 so we can help.This will allow the appropriate team to receive your report and reply to it as soon as possible.",,payment_problem,escalate,payment_problem,,,,,,
359f3d11f5334777a50860b2c389aa09,Customer: need your help please- suspicious credit card transactions on my accou,"Customer: need your help please- suspicious credit card transactions on my account, coming from uber but I haven’t taken a ride?
Support: Sorry to hear about the unrecognized charge, please reach out here so we can help: https://t.co/dInR3racif
Customer: Thanks a million. Have so so
Customer: *done",,payment_problem,escalate,payment_problem,,,,,,
9a9615cd3ef01aa912a320f8b12820d1,Customer: @115873 charged excessively high at the time when there is zero traffi,"Customer: @115873 charged excessively high at the time when there is zero traffic on the roads. Actual fare was double the estimated fare
Support: Here to help! Follow up here; https://t.co/6IqAxVj2X4 and our team will connect right away.
Customer: @Uber_Support @119983 Done this thrice. No reply till now. Been more than 24 hours.
Support: We're so sorry about that! Please send us a DM with your email address with details so we can connect.",,payment_problem,escalate,payment_problem,,,,,,
5e3823d67338f12385f3a1085cac24bc,"Customer: I only took one ride with an Uber last night, but my online banking sh","Customer: I only took one ride with an Uber last night, but my online banking shows I was charged for two rides. I was charged $13.76 for the ride I took and an additional $8.40. I only received an email receipt for the $13.76 ride. Can you please advise?
Support: Here to help! Send us a note via https://t.co/zJ6aIZinzb so our team can connect.",,payment_problem,escalate,payment_problem,,,,,,
7f60e5f7a327ace270eb5ea451604af9,Customer: @115873 I shifted to Bangalore from Kolkata on 8 sep. Still I am getti,"Customer: @115873 I shifted to Bangalore from Kolkata on 8 sep. Still I am getting all the coupons for Kolkata. Pls help asap
Support: Here to help. Send us a note at https://t.co/QDn91HzZV0 so our team can connect.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
048adf14c4a83ca8ea1bc2bcbd36d422,Customer: I can’t find my Uber eats promo code #help,"Customer: I can’t find my Uber eats promo code #help
Support: Hi, we have followed up with your DM.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
5a71e53ebd96a3463bcc7f54e670aa52,Customer: There’s gotta be some type of discounts for people who use Uber every ,"Customer: There’s gotta be some type of discounts for people who use Uber every day to go to and from work.
Customer: Or you guys gonna continue to suck out money from people and not offer any sort of discounts?
Support: We're testing ride passes in multiple markets, which offer significant discounts for high-use riders. More info at https://t.co/NsJAUpaHg4.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
878937af30c2060a2a9b21c0336c0dbf,"Customer: Uber at it again, sending invalid promo codes. @Uber_Support #OCT250PO","Customer: Uber at it again, sending invalid promo codes. @Uber_Support #OCT250POOLMNL
Support: Happy to assist, Iyjane! Please visit here: https://t.co/L2aXwAc0Tb for more on your inquiry. Hope this helps.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
c100853f9255f193232cc8c5d2178423,Customer: While Applying Promotional codes it is showing Invalid whereas they ar,"Customer: While Applying Promotional codes it is showing Invalid whereas they are valid https://t.co/NRUjLHdEig
Support: Here to help! Please send us a note via https://t.co/lqVgKo4ZO3 so we can connect.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
5e81b5b5fbc9f4aa9721a90393dac0b2,Customer: it wouldn’t let us first time uber drivers apply the $15 code. How do ,"Customer: it wouldn’t let us first time uber drivers apply the $15 code. How do we get it applied? Thank you
Support: Here to help. Send us a note at https://t.co/lqVgKo4ZO3 so our team can connect.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
f34ee5d08317d51cbefaeb014dc95b28,"Customer: Dear uber, kindly opt me out from promotional sms..","Customer: Dear uber, kindly opt me out from promotional sms..
Its 9041402521
Thanks
Support: Here to help! Send us a note here; https://t.co/fZct07oTgl and our team will be able to assist!
Customer: Dear team.. i just followed the link but there is option to email opt out, while i am looking for sms opt out..
Support: Hi, Robby. We've made some adjustments to your account and you will no longer receive SMS notifications. If you have any additional questions or concerns, feel free to let us know.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
efc7bce9bee606d0bcbb0225720cca17,Customer: @Uber_Support Thanks for the 50% off coupon…..in Seattle — I live in S,"Customer: @Uber_Support Thanks for the 50% off coupon…..in Seattle — I live in SD — useless coupon
Support: We want to look further into this, Chad! Go ahead and DM us the email linked to your Uber account &amp; the promo details so we can review.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
adf5bf7000bd90571cbfff986dd947ec,"Customer: I just got a verification code text I didn't request, and I have never","Customer: I just got a verification code text I didn't request, and I have never had an account with Uber. Should I be concerned?
Support: Sorry to hear about the trouble, Nick. Please DM us with a screenshot of the text you received so we can take a closer look.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
618db5474881b489c74ad178f0c7bd84,Customer: can I add a coupon code after my trip has ended? #uber #CustomerServic,"Customer: can I add a coupon code after my trip has ended? #uber #CustomerService
Support: Here to help! For more info, please click here: https://t.co/CSw3jYhCzc",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
8886555fbd7c64b1bd94998ecff720fa,Customer: How do i change my currency/location back to UK? After visiting Thaila,"Customer: How do i change my currency/location back to UK? After visiting Thailand in the summer...my promos are all in Thai baht!
Support: Hey, David, credits are unable to be adjusted to another currency. Reach out if you have questions.
Customer: How do i change it? Im getting emails weekly in thai! And if i recommend a friend its in thai baht not pounds.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
893fd927c6b3b815318dd95928640fe3,Customer: yo I'm trying a load of promo codes but they all say I have already us,"Customer: yo I'm trying a load of promo codes but they all say I have already used them when I haven't, I just want chicken nuggets
Support: Sorry to hear about the trouble! Please send us a message at https://t.co/I7jFRbJ5yY with the details and we'll follow up.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
9502999261b9f5fa2e42f34a0c63a774,Customer: I can't add an Uber access vehicle option because it's a promo code an,"Customer: I can't add an Uber access vehicle option because it's a promo code and I already have one. Please help!
Support: Here to help, Amanda! Please visit here; https://t.co/LkCHtjv0c5 regarding your concern.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
e53b2ebb7d7333ef0f8269c2f9386c0f,Customer: i got promo code as customer when i am trying to apply same it is show,"Customer: i got promo code as customer when i am trying to apply same it is showing me invalid
Support: Hello Pawan, here to help. Send us a note at https://t.co/lqVgKo4ZO3 so our team can connect.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
f8c3d5f1ee09103b43de5faa614416d3,Customer: I am not able to apply any promotions on my account and i am not getti,"Customer: I am not able to apply any promotions on my account and i am not getting any proper reasoning or solutions. That’s not the way. You can not mark an issue closed without providing a solution.
#uber #ubersucks https://t.co/uLKDwRnFFW
Support: We're here to help! Send us a DM (direct message) with your email address so we can connect.
Customer: I have sent a DM with few screenshots. Please provide a solution
Support: We've responded to your DM.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
ba66eb21836e0fbd6dba3ff0d045c034,"Customer: Hey @115877, I just made an order with a promo code your system accept","Customer: Hey @115877, I just made an order with a promo code your system accepted but did not apply! I should have $10 off on this. Can you help?
Support: We're here to help! Send us a DM with your email address so we can assist.
Customer: Are you though? It's been 30min and nobody answered back. The order is not even on its way.. what a letdown.
Support: We have followed up via DM.
Customer: @Uber_Support Settings/Apps/UberEats/RemoveApp 

You will know true joy then;)",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
d62e9033d2ff15117c19e3a253c0cf39,Customer: I tried that Winc promotion but have not received a $20 promotion from,"Customer: I tried that Winc promotion but have not received a $20 promotion from UberEats yet within the 24hr window
Support: Here to help. Send us a note at https://t.co/iMxFJdr4fj so our team can connect.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
b9d94a9cbcd84d00203db98c39d91331,Customer: what kind of people get free rides? I spend almost R1500 a month on yo,"Customer: what kind of people get free rides? I spend almost R1500 a month on you but no discounts or freebies. Hai
Support: Here to help! Find out more info about earning a free ride here; https://t.co/FQNTfKa7k0",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
cacf82337429433de988c90e288c8a78,Customer: I keep getting an SMS with a code asking me to confirm my number. I ha,"Customer: I keep getting an SMS with a code asking me to confirm my number. I have never used Uber! Please help
Support: Here to help! Send us a note here, https://t.co/kGIXas5Cxg, and our team will follow up.
Customer: Thanks :)",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
5f90a182d92f0a55100bbc8a2a34e83a,Customer: Whenever I get any promo messages I get for pune although I have Kolka,"Customer: Whenever I get any promo messages I get for pune although I have Kolkata Vodafone Number and I have relocated from Pune.Please rectify this ASAP.
Support: Here to help, Soham. Contact us through https://t.co/balq3Eyso6 so we can assist you.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
30c2d0045de6c151f5c2b6594a69bb34,Customer: @Uber_Support @115873 totally ignoring my requests. No responses. Path,"Customer: @Uber_Support @115873 totally ignoring my requests. No responses. Pathetic service from your end.
Support: Hi there, Pradeep. It seems we've responded to your in-app support request. Please see the ""Help"" section of the app for our reply, thanks!
Customer: Wow..
I never could figure out how to raise the issue from the app. But you magically resolved it?
Support: Hey, Pradeep. Go ahead and double-check yout in-app support request. We've been in touch. Thank you.
Customer: Please give me the steps. My concern was that i am not able to apply coupons and i dont see any requests there
Support: Hi, Pradeep. A member of our team has been in touch via email, please check your inbox and follow up there directly.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
6f691232a133223f9aee8ff306904327,Customer: @115873 This is how your support team resolve queries.,"Customer: @115873 This is how your support team resolve queries.
Pathetic service !!! https://t.co/gMns3tCUN8
Customer: @115873 What are the terms and conditions will you be more specific @Uber_Support
Support: Thanks for following up. We suggest reviewing our promo terms for more info. Feel free to reply to your in-app inquiry for more assistance.",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
b004daefcf98eb7a9cb60a6203f8ba54,Customer: Gutted the @115877 app has crashed and we can’t get the free @148768 d,"Customer: Gutted the @115877 app has crashed and we can’t get the free @148768 doughnuts 😥
Support: We're sorry, Alex, we're working hard to sort a technical issue caused by high demand. Please doughnut worry, there will still be plenty of time to order. If you're not immediately connected, do try again.
Customer: I thought the promotion ended at 6?",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
7e5db3133cb0f3bd9ac343906a32fde0,Customer: hi,"Customer: hi
Customer: How can i subscribe for offers and promo in karachi",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
e61189154c19e4f4c1497ba97dcb93d0,Customer: Huge balls up from @115877 &amp; @148768. Lot of enraged people at wor,"Customer: Huge balls up from @115877 &amp; @148768. Lot of enraged people at work.
Support: We've been overwhelmed by demand! Supply is limited, but please keep trying.
Customer: Not at the office now, Fulham store still 'closed'. Shame your system wasn't prepared for this considering this is to be expected.
Support: We're so sorry you didn’t get your free Original Glazed Dozen box. Demand was through the roof and stocks ran out! Stay tuned for more fun promotions soon!",,promo_or_coupon,auto-handle,promo_or_coupon,,,,,,
57d09574ec8519824e85bb92129d1a90,Customer: https://t.co/zCEmXqH4pk,"Customer: https://t.co/zCEmXqH4pk
https://t.co/6sRhHZsIuQ
@115873 
On 2-11-17 at 5.14 p.m. the driver cancelled the pick up, then why am I being asked to pay Rs. 42. Pls cancel it urgently
Support: Hi there! Please send us a DM (Direct Message) with your email address associated with your Uber account so our team can connect right away.",,refund_request,escalate,refund_request,,,,,,
1c12654a9c629a2b71e2fd26b50fe854,Customer: Ripped off while traveling to India.  Airport toll charged by Uber and,"Customer: Ripped off while traveling to India.  Airport toll charged by Uber and also demanded in cash by Uber driver.  Can I get my 200 INR (US$3) refunded?
Support: We've followed up with you via DM, be on the look out for our response.",,refund_request,escalate,refund_request,,,,,,
c58b3410a96aa1622f370639e24cac61,Customer: contacted you for refund for unprofessional behaviour of driver and al,"Customer: contacted you for refund for unprofessional behaviour of driver and all I get is an apology ?
Support: Our team has recently responded via email. Please reply there if you have additional questions.
Customer: Replied",,refund_request,escalate,refund_request,,,,,,
71854cde2a86fa528ca6449867a90f9a,Customer: Sorry it’s pouring raining outside and my Uber cancelled the trip beca,"Customer: Sorry it’s pouring raining outside and my Uber cancelled the trip because I didn’t get to his car fast enough @115873 smh
Support: Here to help! Send us a note here; https://t.co/e8HVorX5rh and our team will be able to help.",,refund_request,escalate,refund_request,,,,,,
bcb0f0f4dc289a66d2a30edf300aef30,Customer: worst service ever. The driver destroyed our order &amp; t won't refun,"Customer: worst service ever. The driver destroyed our order &amp; t won't refund the whole order. Keep ignoring my messages #ubereats
Support: Sorry to hear that, Mahika! Please DM us the email linked to your Uber account so we can look into this for you. https://t.co/sd7yH5jmbJ",,refund_request,escalate,refund_request,,,,,,
50d43679fc8d341006a0162fd51124e1,"Customer: Your driver ""Jony"" in San Francisco texted me asking where I was going","Customer: Your driver ""Jony"" in San Francisco texted me asking where I was going and canceled on me. Please let your drivers this violates your terms of service. https://t.co/1hEpjZuyL1
Support: Here to help. Send us a note at https://t.co/iOszeeHZhQ so our team can connect.",,refund_request,escalate,refund_request,,,,,,
bec0e0455646349a41b896d8d0ace1d5,"Customer: driver cancelled and I get charged, terrible customer service @115873!","Customer: driver cancelled and I get charged, terrible customer service @115873!!!!!
Support: Sorry to hear about that! Can you please contact us via https://t.co/h840Iouehc so our team can connect.",,refund_request,escalate,refund_request,,,,,,
2c1a068ed0ee45c96489afee6e0c05b4,Customer: Wtf is going on with @Uber_Support ? I️ scheduled dinner delivery and ,"Customer: Wtf is going on with @Uber_Support ? I️ scheduled dinner delivery and it said they couldn’t deliver, I️ asked them to ensure the order would be cancelled. It’s now going to be sent to me but uh... I’m out for dinner now.
Support: We're sorry to hear this. Can you please send us a DM with your email address so we can look into this?",,refund_request,escalate,refund_request,,,,,,
6a4a97abb2f8e05466fac055741f35d3,Customer: shocking service this morning. Waited over an hour for an order to jus,"Customer: shocking service this morning. Waited over an hour for an order to just be cancelled for no reason. Nowhere to complain and no info on your website. Wonder why you don’t want us to be able to get in touch.. #UberEATS
Support: We're here to help! Send us a note here, https://t.co/EGiaYE5JMU and so our team will assist.",,refund_request,escalate,refund_request,,,,,,
33e61b6e1943540755ba856295a66e3d,Customer: I requested an Uber and noticed my Uber kept going all over town inste,"Customer: I requested an Uber and noticed my Uber kept going all over town instead of heading my way. Then when I canceled it I was charged $5.00 I don’t believe this is fair since it was suppose to take him only 5 min to pick me up initially but ended up being over 30minutes
Support: Here to help! Follow up here - https://t.co/e8HVorX5rh and our team will connect right away.",,refund_request,escalate,refund_request,,,,,,
d48f41d427a9e1bc623d7b573b8d0728,Customer: my uber was cancelled twice by the driver and I've been charged for th,"Customer: my uber was cancelled twice by the driver and I've been charged for this, with a hold of £34 on my account!!! Please look into this #complaint
Support: Sorry for the trouble! Send us a note here: https://t.co/1xM0TILvAI and our team will be in touch.
Customer: Thanks! Note sent
Support: We're currently reviewing your email and will be in touch shortly. We appreciate your patience!",,refund_request,escalate,refund_request,,,,,,
76f82869ee6f77a52574c44b1acfa88f,"Customer: I just had a $53 gift card on my account, i took an $18 ride and now i","Customer: I just had a $53 gift card on my account, i took an $18 ride and now its gone. I need my money back or i will dispute the charge
Support: Hi, Em. Please reach out to us using the link at the bottom of this page: https://t.co/hwAiYDki1e and a member of our team will follow up!",,refund_request,escalate,refund_request,,,,,,
60c444c0b05ed50b3853b30308096284,"Customer: @Uber_Support so my driver decided to ignore all my calls, went from 2","Customer: @Uber_Support so my driver decided to ignore all my calls, went from 2 min away to 10 min away and cancelled 15 minutes later https://t.co/3cCNT6hPOE
Support: Sorry to hear about the trouble. Please connect with us at https://t.co/593jusCquh and we'll be happy to follow up.",,refund_request,escalate,refund_request,,,,,,
96726232299a65ce2ac60b5ddcc5b111,Customer: @Uber_Support Really poor service. Had booked a cab on 5-Nov-17. But b,"Customer: @Uber_Support Really poor service. Had booked a cab on 5-Nov-17. But booking was cancelled 3 times by cab driver.
Support: Sorry for the trouble! Send us a note here, https://t.co/e8HVorX5rh, and our team will be in touch.",,refund_request,escalate,refund_request,,,,,,
